Waterbody Name,Fish Species Present at Waterbody,Comments,Special Regulations on Waterbody,County,Types of Public Access,Public Fishing Access Owner,Waterbody Information,Longitude,Latitude,Location
Mohawk River,Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Crappie - Tiger Musky* - Northern Pike - Walleye - Carp,None,,Montgomery,Shore Fishing,Canal Corporation,,-74.286870044,42.946329135,"(42.946329135, -74.286870044)"
Mohawk River,Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Crappie - Tiger Musky* - Northern Pike - Walleye - Carp,None,,Montgomery,Shore Fishing,Canal Corporation,,-74.210192397,42.947341094,"(42.947341094, -74.210192397)"
Mohawk River,Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Crappie - Tiger Musky* - Northern Pike - Walleye - Carp,None,,Montgomery,Shore Fishing,Canal Corporation,,-74.191616867,42.93408478,"(42.93408478, -74.191616867)"
Mohawk River,Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Crappie - Tiger Musky* - Northern Pike - Walleye - Carp,None,,Montgomery,Boat Launch (Trailer Improved),DEC,http://www.dec.ny.gov/outdoor/23885.html,-74.170954074,42.923763391,"(42.923763391, -74.170954074)"
Mohawk River,Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Crappie - Tiger Musky* - Northern Pike - Walleye - Carp,None,,Montgomery,Shore Fishing - Boat Launch (Hand Launch),Canal Corporation,http://www.dec.ny.gov/outdoor/23885.html,-74.138257453,42.915883487,"(42.915883487, -74.138257453)"
Mohawk River,Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Crappie - Tiger Musky* - Northern Pike - Walleye - Carp,None,,Schenectady,Shore Fishing,Canal Corporation,,-74.04037682,42.878643506,"(42.878643506, -74.04037682)"
Mohawk River,Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Crappie - Tiger Musky* - Northern Pike - Walleye - Carp,None,,Schenectady,Shore Fishing - Boat Launch (Trailer Improved),Rotterdam Kiwanis Park,,-74.013910374,42.846980416,"(42.846980416, -74.013910374)"
Mohawk River,Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Crappie - Tiger Musky* - Northern Pike - Walleye - Carp,None,,Schenectady,Shore Fishing,Maalwyck Park (Municipal),,-73.991576443,42.832453089,"(42.832453089, -73.991576443)"
Mohawk River,Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Crappie - Tiger Musky* - Northern Pike - Walleye - Carp,None,,Schenectady,Boat Launch (Trailer Improved),DEC,http://www.dec.ny.gov/outdoor/23871.html,-73.930416351,42.831128466,"(42.831128466, -73.930416351)"
Mohawk River,Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Crappie - Tiger Musky* - Northern Pike - Walleye - Carp,None,,Schenectady,Shore Fishing - Boat Launch (Trailer Improved),Canal Corporation,,-73.847398524,42.803211429,"(42.803211429, -73.847398524)"
Mohawk River,Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Crappie - Tiger Musky* - Northern Pike - Walleye - Carp,None,,Schenectady,Shore Fishing,Aqueduct Park (Municipal),,-73.890805343,42.849380629,"(42.849380629, -73.890805343)"
Mohawk River,Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Crappie - Tiger Musky* - Northern Pike - Walleye - Carp,None,,Albany,Shore Fishing - Boat Launch (Trailer Improved),Colonie Town Park (Municipal),,-73.747839719,42.799478219,"(42.799478219, -73.747839719)"
Mohawk River,Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Crappie - Tiger Musky* - Northern Pike - Walleye - Carp,None,,Albany,Shore Fishing,Canal Corporation,,-73.729902122,42.819782908,"(42.819782908, -73.729902122)"
Mohawk River,Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Crappie - Tiger Musky* - Northern Pike - Walleye - Carp,None,,Saratoga,Shore Fishing - Boat Launch (Trailer Improved),Canal Corporation,http://www.dec.ny.gov/outdoor/23872.html,-73.714455653,42.807887852,"(42.807887852, -73.714455653)"
Mohawk River,Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Crappie - Tiger Musky* - Northern Pike - Walleye - Carp,None,,Saratoga,Shore Fishing - Boat Launch (Trailer Improved),New York State Parks,http://www.dec.ny.gov/outdoor/23872.html,-73.677482067,42.785595276,"(42.785595276, -73.677482067)"
East Branch Ausable River,Brook Trout* - Brown Trout* - Rainbow Trout*,None,http://www.dec.ny.gov/outdoor/31443.html,Essex,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrebausable.pdf,-73.717573933,44.371122876,"(44.371122876, -73.717573933)"
Crystal Creek,Brook Trout - Brown Trout - Rainbow Trout,None,,Lewis,Shore Fishing - Public Fishing Rights,Public Easement,,-75.381258869,43.833421038,"(43.833421038, -75.381258869)"
Crystal Creek,Brook Trout - Brown Trout - Rainbow Trout,None,,Lewis,Shore Fishing - Public Fishing Rights,Public Easement,,-75.368206585,43.822436497,"(43.822436497, -75.368206585)"
Schoharie Creek (Lower),Smallmouth Bass - Walleye - Carp,None,http://www.dec.ny.gov/outdoor/31464.html,Montgomery,Boat Launch (Hand Launch),DEC,http://www.dec.ny.gov/outdoor/23885.html,-74.290222212,42.939547926,"(42.939547926, -74.290222212)"
Butternut Creek,Brook Trout - Brown Trout*,None,http://www.dec.ny.gov/outdoor/31471.html,Onondaga,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/r7buttnutpfr.pdf,-76.086195337,42.889722371,"(42.889722371, -76.086195337)"
Butternut Creek,Brook Trout - Brown Trout*,None,http://www.dec.ny.gov/outdoor/31471.html,Onondaga,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/r7buttnutpfr.pdf,-76.080969359,42.867815493,"(42.867815493, -76.080969359)"
Catharine Creek,Rainbow Trout,None,,Schuyler,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrcathrneck.pdf,-76.845440945,42.295056407,"(42.295056407, -76.845440945)"
Catharine Creek,Rainbow Trout,None,,Chemung,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrcathrneck.pdf,-76.836699708,42.270263732,"(42.270263732, -76.836699708)"
Salmon River,Brown Trout* - Steelhead* - Chinook Salmon* - Coho Salmon* - Atlantic Salmon* - Smallmouth Bass,None,,Oswego,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/outdoor/37926.html,-76.093277191,43.550310474,"(43.550310474, -76.093277191)"
Salmon River,Brown Trout* - Steelhead* - Chinook Salmon* - Coho Salmon* - Atlantic Salmon* - Smallmouth Bass,None,,Oswego,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/outdoor/37926.html,-76.060607691,43.543811302,"(43.543811302, -76.060607691)"
Salmon River,Brown Trout* - Steelhead* - Chinook Salmon* - Coho Salmon* - Atlantic Salmon* - Smallmouth Bass,None,,Oswego,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/outdoor/37926.html,-76.061564998,43.534543731,"(43.534543731, -76.061564998)"
Salmon River,Brown Trout* - Steelhead* - Chinook Salmon* - Coho Salmon* - Atlantic Salmon* - Smallmouth Bass,None,,Oswego,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/outdoor/37926.html,-76.020122618,43.523278062,"(43.523278062, -76.020122618)"
Salmon River,Brown Trout* - Steelhead* - Chinook Salmon* - Coho Salmon* - Atlantic Salmon* - Smallmouth Bass,None,,Oswego,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/outdoor/37926.html,-76.021057155,43.524217858,"(43.524217858, -76.021057155)"
Salmon River,Brown Trout* - Steelhead* - Chinook Salmon* - Coho Salmon* - Atlantic Salmon* - Smallmouth Bass,None,,Oswego,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/outdoor/37926.html,-76.001230247,43.511804914,"(43.511804914, -76.001230247)"
Salmon River,Brown Trout* - Steelhead* - Chinook Salmon* - Coho Salmon* - Atlantic Salmon* - Smallmouth Bass,None,,Oswego,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/outdoor/37926.html,-76.001479315,43.512968994,"(43.512968994, -76.001479315)"
Salmon River,Brown Trout* - Steelhead* - Chinook Salmon* - Coho Salmon* - Atlantic Salmon* - Smallmouth Bass,None,,Oswego,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/outdoor/37926.html,-75.978666423,43.519746684,"(43.519746684, -75.978666423)"
Butternut Creek,Brook Trout - Brown Trout*,None,http://www.dec.ny.gov/outdoor/31471.html,Onondaga,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/r7buttnutpfr.pdf,-76.067661223,42.852610114,"(42.852610114, -76.067661223)"
Butternut Creek,Brook Trout - Brown Trout*,None,http://www.dec.ny.gov/outdoor/31471.html,Onondaga,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/r7buttnutpfr.pdf,-76.080385468,42.897811735,"(42.897811735, -76.080385468)"
Ninemile Creek,Brook Trout* - Brown Trout*,None,http://www.dec.ny.gov/outdoor/31471.html,Onondaga,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/outdoor/71660.html,-76.340119136,43.01758137,"(43.01758137, -76.340119136)"
Ninemile Creek,Brook Trout* - Brown Trout*,None,http://www.dec.ny.gov/outdoor/31471.html,Onondaga,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/outdoor/71660.html,-76.336434529,43.01298172,"(43.01298172, -76.336434529)"
Ninemile Creek,Brook Trout* - Brown Trout*,None,http://www.dec.ny.gov/outdoor/31471.html,Onondaga,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/outdoor/71660.html,-76.336766944,43.007422137,"(43.007422137, -76.336766944)"
Ninemile Creek,Brook Trout* - Brown Trout*,None,http://www.dec.ny.gov/outdoor/31471.html,Onondaga,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/outdoor/71660.html,-76.278830101,43.06789741,"(43.06789741, -76.278830101)"
Grout Brook,Rainbow Trout*,None,http://www.dec.ny.gov/outdoor/31439.html,Cortland,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/r7groutbrpfr.pdf,-76.245811944,42.729063732,"(42.729063732, -76.245811944)"
Grout Brook,Rainbow Trout*,None,http://www.dec.ny.gov/outdoor/31439.html,Cortland,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/r7groutbrpfr.pdf,-76.26999981,42.759856186,"(42.759856186, -76.26999981)"
Salmon Creek,Atlantic Salmon - Brown Trout* - Rainbow Trout* - Smallmouth Bass,None,http://www.dec.ny.gov/outdoor/31417.html,Tompkins,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/r7salcrekpfr.pdf,-76.546604236,42.539532914,"(42.539532914, -76.546604236)"
Salmon Creek,Atlantic Salmon - Brown Trout* - Rainbow Trout* - Smallmouth Bass,None,http://www.dec.ny.gov/outdoor/31417.html,Tompkins,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/r7salcrekpfr.pdf,-76.534334778,42.552359193,"(42.552359193, -76.534334778)"
Fall Creek (Upper),Brook Trout* - Brown Trout*,None,,Cayuga,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/r7fallcrpfr.pdf,-76.289471329,42.665318279,"(42.665318279, -76.289471329)"
Cayuga Inlet,Brown Trout - Rainbow Trout* - Atlantic Salmon,None,http://www.dec.ny.gov/outdoor/31417.html,Tompkins,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/outdoor/72779.html,-76.553294908,42.384280325,"(42.384280325, -76.553294908)"
Cayuga Inlet,Brown Trout - Rainbow Trout* - Atlantic Salmon,None,http://www.dec.ny.gov/outdoor/31417.html,Tompkins,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/outdoor/72779.html,-76.529626273,42.338422985,"(42.338422985, -76.529626273)"
Cayuga Inlet,Brown Trout - Rainbow Trout* - Atlantic Salmon,None,http://www.dec.ny.gov/outdoor/31417.html,Tompkins,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/outdoor/72779.html,-76.540545177,42.347026136,"(42.347026136, -76.540545177)"
Cayuga Inlet,Brown Trout - Rainbow Trout* - Atlantic Salmon,None,http://www.dec.ny.gov/outdoor/31417.html,Tompkins,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/outdoor/72779.html,-76.544815952,42.353973021,"(42.353973021, -76.544815952)"
Catharine Creek,Rainbow Trout,None,,Schuyler,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrcathrneck.pdf,-76.843843245,42.318688306,"(42.318688306, -76.843843245)"
Catharine Creek,Rainbow Trout,None,,Chemung,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrcathrneck.pdf,-76.838045081,42.23336315,"(42.23336315, -76.838045081)"
Cohocton River,Brook Trout - Brown Trout*,None,http://www.dec.ny.gov/outdoor/31494.html,Steuben,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrcohoctriv.pdf,-77.401279185,42.392773122,"(42.392773122, -77.401279185)"
Cohocton River,Brook Trout - Brown Trout*,None,http://www.dec.ny.gov/outdoor/31494.html,Steuben,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrcohoctriv.pdf,-77.438370553,42.433177196,"(42.433177196, -77.438370553)"
Otselic River,Brown Trout - Walleye,None,http://www.dec.ny.gov/outdoor/31436.html,Chenango,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/r7otselripfr.pdf,-75.788757735,42.6417495,"(42.6417495, -75.788757735)"
Otselic River,Brown Trout - Walleye,None,http://www.dec.ny.gov/outdoor/31436.html,Chenango,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/r7otselripfr.pdf,-75.806736226,42.631486721,"(42.631486721, -75.806736226)"
Otselic River,Brown Trout - Walleye,None,http://www.dec.ny.gov/outdoor/31436.html,Chenango,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/r7otselripfr.pdf,-75.840693329,42.598375502,"(42.598375502, -75.840693329)"
Otselic River,Brown Trout - Walleye,None,http://www.dec.ny.gov/outdoor/31436.html,Chenango,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/r7otselripfr.pdf,-75.864974593,42.582590493,"(42.582590493, -75.864974593)"
Otselic River,Brown Trout - Walleye,None,http://www.dec.ny.gov/outdoor/31439.html,Cortland,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/r7otselripfr.pdf,-75.878073101,42.575455908,"(42.575455908, -75.878073101)"
Saranac River,Brown Trout* - Rainbow Trout* - Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Crappie - Northern Pike - Walleye,None,http://www.dec.ny.gov/outdoor/31437.html,Clinton,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrsaranac.pdf,-73.840381884,44.591935419,"(44.591935419, -73.840381884)"
Saranac River,Brown Trout* - Rainbow Trout* - Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Crappie - Northern Pike - Walleye,None,http://www.dec.ny.gov/outdoor/31437.html,Clinton,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrsaranac.pdf,-73.851752762,44.578963744,"(44.578963744, -73.851752762)"
North Branch Great Chazy River,Brown Trout* - Rainbow Trout* - Smallmouth Bass,None,,Clinton,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrnbchazy.pdf,-73.7391566,44.923180272,"(44.923180272, -73.7391566)"
North Branch Great Chazy River,Brown Trout* - Rainbow Trout* - Smallmouth Bass,None,,Clinton,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrnbchazy.pdf,-73.722896528,44.924074139,"(44.924074139, -73.722896528)"
North Branch Great Chazy River,Brown Trout* - Rainbow Trout* - Smallmouth Bass,None,,Clinton,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrnbchazy.pdf,-73.689126893,44.930086984,"(44.930086984, -73.689126893)"
West Canada Creek,Brook Trout* - Brown Trout*,None,http://www.dec.ny.gov/outdoor/31453.html,Herkimer,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/outdoor/9238.html,-75.045813591,43.212430917,"(43.212430917, -75.045813591)"
West Canada Creek,Brook Trout* - Brown Trout*,None,http://www.dec.ny.gov/outdoor/31470.html,Oneida,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/outdoor/9238.html,-75.074448288,43.230127308,"(43.230127308, -75.074448288)"
West Canada Creek,Brook Trout* - Brown Trout*,None,http://www.dec.ny.gov/outdoor/31453.html,Herkimer,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/outdoor/9238.html,-74.98054753,43.150382305,"(43.150382305, -74.98054753)"
West Canada Creek,Brook Trout* - Brown Trout*,None,http://www.dec.ny.gov/outdoor/31453.html,Herkimer,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/outdoor/9238.html,-74.980096863,43.146064976,"(43.146064976, -74.980096863)"
West Canada Creek,Brook Trout* - Brown Trout*,None,http://www.dec.ny.gov/outdoor/31453.html,Herkimer,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/outdoor/9238.html,-74.983905535,43.049330282,"(43.049330282, -74.983905535)"
Kayaderosseras Creek,Brown Trout* - Rainbow Trout,None,http://www.dec.ny.gov/outdoor/31482.html,Saratoga,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrkayadeross.pdf,-73.855633839,43.166832965,"(43.166832965, -73.855633839)"
Kayaderosseras Creek,Brown Trout* - Rainbow Trout,None,http://www.dec.ny.gov/outdoor/31482.html,Saratoga,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrkayadeross.pdf,-73.927985997,43.075058208,"(43.075058208, -73.927985997)"
Kayaderosseras Creek,Brown Trout* - Rainbow Trout,None,http://www.dec.ny.gov/outdoor/31482.html,Saratoga,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrkayadeross.pdf,-73.932535114,43.070548589,"(43.070548589, -73.932535114)"
Kayaderosseras Creek,Brown Trout* - Rainbow Trout,None,http://www.dec.ny.gov/outdoor/31482.html,Saratoga,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrkayadeross.pdf,-73.934890864,43.067137477,"(43.067137477, -73.934890864)"
Kayaderosseras Creek,Brown Trout* - Rainbow Trout,None,http://www.dec.ny.gov/outdoor/31482.html,Saratoga,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrkayadeross.pdf,-73.927567921,43.066137269,"(43.066137269, -73.927567921)"
Kayaderosseras Creek,Brown Trout* - Rainbow Trout,None,http://www.dec.ny.gov/outdoor/31482.html,Saratoga,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrkayadeross.pdf,-73.925734366,43.066369738,"(43.066369738, -73.925734366)"
Kayaderosseras Creek,Brown Trout* - Rainbow Trout,None,http://www.dec.ny.gov/outdoor/31482.html,Saratoga,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrkayadeross.pdf,-73.917119802,43.06286767,"(43.06286767, -73.917119802)"
Kayaderosseras Creek,Brown Trout* - Rainbow Trout,None,http://www.dec.ny.gov/outdoor/31482.html,Saratoga,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrkayadeross.pdf,-73.916993091,43.061077438,"(43.061077438, -73.916993091)"
Kayaderosseras Creek,Brown Trout* - Rainbow Trout,None,http://www.dec.ny.gov/outdoor/31482.html,Saratoga,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrkayadeross.pdf,-73.889339909,43.040613393,"(43.040613393, -73.889339909)"
Kayaderosseras Creek,Brown Trout* - Rainbow Trout,None,http://www.dec.ny.gov/outdoor/31482.html,Saratoga,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrkayadeross.pdf,-73.864757704,43.026143257,"(43.026143257, -73.864757704)"
Batten Kill,Brook Trout - Brown Trout*,None,http://www.dec.ny.gov/outdoor/31502.html,Washington,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrbattenkil.pdf,-73.30044924,43.093679986,"(43.093679986, -73.30044924)"
Batten Kill,Brook Trout - Brown Trout*,None,http://www.dec.ny.gov/outdoor/31502.html,Washington,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrbattenkil.pdf,-73.365482144,43.144436885,"(43.144436885, -73.365482144)"
Schroon River,Brook Trout* - Brown Trout* - Rainbow Trout - Atlantic Salmon*,None,http://www.dec.ny.gov/outdoor/31501.html,Essex,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrschroon.pdf,-73.741590306,43.874063138,"(43.874063138, -73.741590306)"
Black River,Brook Trout* - Brown Trout* - Rainbow Trout*,None,http://www.dec.ny.gov/outdoor/31470.html,Oneida,Shore Fishing - Public Fishing Rights,Public Easement,,-75.249004417,43.479243148,"(43.479243148, -75.249004417)"
Black River,Brook Trout* - Brown Trout* - Rainbow Trout*,None,http://www.dec.ny.gov/outdoor/31470.html,Oneida,Shore Fishing - Public Fishing Rights,Public Easement,,-75.285720994,43.507695701,"(43.507695701, -75.285720994)"
Black River,Brook Trout* - Brown Trout* - Rainbow Trout*,None,http://www.dec.ny.gov/outdoor/31470.html,Oneida,Shore Fishing - Public Fishing Rights,Public Easement,,-75.291436042,43.504477636,"(43.504477636, -75.291436042)"
Black River,Brook Trout* - Brown Trout* - Rainbow Trout*,None,http://www.dec.ny.gov/outdoor/31456.html,Lewis,Shore Fishing - Public Fishing Rights,Public Easement,,-75.30897245,43.536918159,"(43.536918159, -75.30897245)"
Black River,Brook Trout* - Brown Trout* - Rainbow Trout*,None,http://www.dec.ny.gov/outdoor/31456.html,Lewis,Shore Fishing - Public Fishing Rights,Public Easement,,-75.319019606,43.555043775,"(43.555043775, -75.319019606)"
Black River,Brook Trout* - Brown Trout* - Rainbow Trout*,None,http://www.dec.ny.gov/outdoor/31456.html,Lewis,Shore Fishing - Public Fishing Rights,Public Easement,,-75.321558836,43.54894534,"(43.54894534, -75.321558836)"
South Sandy Creek,Brown Trout - Steelhead* - Coho Salmon - Chinook Salmon*,None,http://www.dec.ny.gov/outdoor/31420.html,Jefferson,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrssandyck.pdf,-76.126549706,43.744420358,"(43.744420358, -76.126549706)"
South Sandy Creek,Brown Trout - Steelhead* - Coho Salmon - Chinook Salmon*,None,http://www.dec.ny.gov/outdoor/31420.html,Jefferson,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrssandyck.pdf,-76.162730885,43.712542336,"(43.712542336, -76.162730885)"
Catskill Creek,Brown Trout*,None,,Schoharie,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrcatskillc.pdf,-74.257629517,42.481509465,"(42.481509465, -74.257629517)"
South Sandy Creek,Brown Trout - Steelhead* - Coho Salmon - Chinook Salmon*,None,http://www.dec.ny.gov/outdoor/31420.html,Jefferson,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrssandyck.pdf,-76.168783536,43.716237233,"(43.716237233, -76.168783536)"
West Branch Fish Creek,Brook Trout - Brown Trout* - Atlantic Salmon*,None,http://www.dec.ny.gov/outdoor/31470.html,Oneida,Shore Fishing - Public Fishing Rights,Public Easement,,-75.774899494,43.361258892,"(43.361258892, -75.774899494)"
West Branch Fish Creek,Brook Trout - Brown Trout* - Atlantic Salmon*,None,http://www.dec.ny.gov/outdoor/31470.html,Oneida,Shore Fishing - Public Fishing Rights,Public Easement,,-75.780647035,43.352947226,"(43.352947226, -75.780647035)"
East Branch Fish Creek,Brook Trout - Brown Trout* - Atlantic Salmon*,None,http://www.dec.ny.gov/outdoor/31456.html,Lewis,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrebfishcreek.pdf,-75.545281112,43.522413999,"(43.522413999, -75.545281112)"
East Branch Fish Creek,Brook Trout - Brown Trout* - Atlantic Salmon*,None,http://www.dec.ny.gov/outdoor/31456.html,Lewis,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrebfishcreek.pdf,-75.598849611,43.443812362,"(43.443812362, -75.598849611)"
Salmon River,Brook Trout - Brown Trout* - Rainbow Trout*,None,http://www.dec.ny.gov/outdoor/31444.html,Franklin,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrsalmonrf.pdf,-74.356622551,44.917464151,"(44.917464151, -74.356622551)"
Salmon River,Brook Trout - Brown Trout* - Rainbow Trout*,None,http://www.dec.ny.gov/outdoor/31444.html,Franklin,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrsalmonrf.pdf,-74.34696966,44.917515881,"(44.917515881, -74.34696966)"
Salmon River,Brook Trout - Brown Trout -* Rainbow Trout*,None,http://www.dec.ny.gov/outdoor/31444.html,Franklin,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrsalmonrf.pdf,-74.312332794,44.87599017,"(44.87599017, -74.312332794)"
Neversink River,Brook Trout - Brown Trout*,None,http://www.dec.ny.gov/outdoor/31496.html,Sullivan,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrneversink.pdf,-74.607077598,41.776282842,"(41.776282842, -74.607077598)"
Neversink River,Brook Trout - Brown Trout*,None,http://www.dec.ny.gov/outdoor/31496.html,Sullivan,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrneversink.pdf,-74.605377031,41.734895981,"(41.734895981, -74.605377031)"
Neversink River,Brook Trout - Brown Trout*,None,http://www.dec.ny.gov/outdoor/31474.html,Orange,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrneversink.pdf,-74.599356783,41.451221477,"(41.451221477, -74.599356783)"
